MIGPUMA,Geo_FIPS,Geo_LOGRECNO,Geo_STATE,Geo_PUMA5,Total Population,Population Density (Per Sq. Mile),Area (Land),SE_A00003_001,SE_A00003_002,SE_A00003_003,Total Population Under 18 Years,Total Population 18 to 34 Years,Total Population 35 to 64 Years,Total Population 65 and Over,Population 25 Years and Over,Population 25 Years and Over Less than High School,Population 25 Years and Over High School Graduate (Includes Equivalency),Population 25 Years and Over Some College,Population 25 Years and Over Bachelors Degree,Population 25 Years and Over Masters Degree,Population 25 Years and Over Professional School Degree,Population 25 Years and Over Doctorate Degree,Population 3 Years and Over Enrolled in School,Population 3 Years and Over Enrolled in School Public School,Population 3 Years and Over Enrolled in School Public School Pre-School,Population 3 Years and Over Enrolled in School Public School K-8,Population 3 Years and Over Enrolled in School Public School 9-12,Population 3 Years and Over Enrolled in School Public School College,Population 3 Years and Over Enrolled in School Private School,Population 3 Years and Over Enrolled in School Private School Pre-School,Population 3 Years and Over Enrolled in School Private School K-8,Population 3 Years and Over Enrolled in School Private School 9-12,Population 3 Years and Over Enrolled in School Private School College,Population 16 Years and Over in Labor Force Civilian,Population 16 Years and Over in Labor Force Civilian Employed,Population 16 Years and Over in Labor Force Civilian Unemployed,Median Household Income (In 2019 Inflation Adjusted Dollars),Housing Units,Housing Units Occupied,Housing Units Vacant,Median Gross Rent,Total Population Native Born,Total Population Foreign Born,Total Population Foreign Born Naturalized Citizen,Total Population Foreign Born Not a Citizen
3501200,3501200,50,35,1200,125756,14.6799901,8566.490791,8591.552,8566.491,25.06132,35566,29510,44418,16262,78817,16990,27133,24510,6215,3503,385,81,33291,31887,855,18902,7300,4830,1404,576,164,61,603,55730,52311,3419,53492,51267,43947,7320,878,110518,15238,3718,11520
3600100,3600100,126,36,100,109623,40.89832264,2680.378874,2821.439,2680.379,141.0602,21842,28631,40981,18169,72555,9164,25858,20091,8279,6813,856,1494,28527,21954,1046,9470,4054,7384,6573,126,1249,458,4740,48208,45043,3165,50325,53298,41008,12290,744,104869,4754,2371,2383
3600200,3600200,127,36,200,172655,27.9441851,6178.566288,6539.013,6178.566,360.447,32641,40529,68801,30684,121284,13762,46060,33918,15103,9445,1814,1182,36144,32066,1796,14981,7233,8056,4078,516,1076,1097,1389,79161,75405,3756,54981,98451,65968,32483,743,166586,6069,3613,2456
3600300,3600300,128,36,300,126152,74.28891489,1698.126836,1777.493,1698.127,79.36572,23722,24789,51970,25671,92800,8890,33541,26744,12337,9484,1367,437,24618,21934,958,11318,5489,4169,2684,574,390,976,744,64290,60877,3413,58723,69569,50135,19434,826,123313,2839,1797,1042
3600400,10801206,390,108,1206,385086,90.66323109,4247.433004,4357.6972,4247.4335,110.264258,77167,86493,147980,73446,266976,29918,88650,83963,36571,21259,3738,2877,89058,75030,3291,35465,16916,19358,14028,594,2939,1646,8849,183595,174243,9352,52726.50243,187945,148730,39215,730.026833,361733,23353,12660,10693
3600500,3600500,132,36,500,140738,55.33648278,2543.313072,3147.158,2543.313,603.8453,33261,39217,48658,19602,90687,9217,34046,28749,11226,6325,771,353,29895,25767,1307,14412,5404,4644,4128,387,1049,1011,1681,57634,54576,3058,48050,75628,50348,25280,968,136486,4252,2225,2027
3600600,3600600,133,36,600,118478,124.4966356,951.6562393,1312.085,951.6563,360.429,24666,27721,47373,18718,80195,9973,30237,25326,7974,5574,405,706,28915,27210,1027,12301,5804,8078,1705,234,402,235,834,59885,55520,4365,53406,54528,45971,8557,763,116352,2126,1190,936
3600700,14402810,542,144,2810,543001,369.3904255,1469.99208,1669.28953,1469.9924,199.297826,115082,126474,210508,90937,373153,34950,100504,111156,71662,41162,7745,5974,134733,102718,4483,53228,25583,19424,32015,2159,2885,1069,25902,271407,255919,15488,58890.61379,245616,216579,29037,837.6318202,504677,38324,20865,17459
3600800,3600800,138,36,800,125168,134.9470159,927.534404,1773.49,927.5344,845.9561,26119,25026,50945,23078,88675,11315,30563,26980,11971,6008,977,861,26849,23605,1531,12176,5695,4203,3244,231,1116,377,1520,62328,59782,2546,52327,58178,49989,8189,704,121425,3743,2925,818
3600900,21605421,849,216,5421,747642,1137.600125,657.2098434,1366.72397,657.20984,709.5141926,156670,181401,284443,125128,515145,48413,126028,148592,104187,67119,12255,8551,185095,136214,5163,69903,32380,28768,48881,3898,7954,3766,33263,395343,373632,21711,60298.052,328357,301619,26738,931.2493948,681439,66203,36543,29660
3601000,3601000,145,36,1000,98939,111.8967641,884.1989384,1312.733,884.1989,428.5343,19853,20045,41131,17910,71535,6962,28997,22202,8753,3901,615,105,19521,17229,567,9553,4438,2671,2292,156,850,432,854,48820,45992,2828,52830,44394,41058,3336,743,96604,2335,1242,1093
3601100,7202203,293,72,2203,211328,404.5645493,522.3591646,1139.66882,522.3592,617.309919,42437,44086,85808,38997,151004,13170,50467,50468,20065,13198,1761,1875,46339,38531,1954,19346,10881,6350,7808,1272,1635,589,4312,107804,102506,5298,56328.34917,100444,88659,11785,703.6588762,203068,8260,4609,3651
3601200,25208428,1057,252,8428,925528,887.6284331,1042.697558,1226.85402,1042.69751,184.1564864,188721,218482,356710,161615,649960,52552,177229,196905,129263,73041,12284,8686,220054,181144,7341,82763,39356,51684,38910,4423,9151,6073,19263,481032,458793,22239,56238.63156,428565,386396,42169,828.3072138,860163,65365,34842,30523
3601300,3601300,155,36,1300,104292,85.17012565,1224.513868,1236.547,1224.514,12.03258,19054,25582,41855,17801,72519,6063,25385,25379,9266,5283,504,639,24521,21545,897,8096,4948,7604,2976,235,916,500,1325,50488,48050,2438,55056,45654,40511,5143,677,100903,3389,908,2481
3601400,3601400,156,36,1400,134854,137.2968184,982.2077569,1038.316,982.2078,56.10823,28067,26790,53935,26062,94716,6984,25017,29540,19610,10330,1976,1259,30994,23588,909,11763,7027,3889,7406,622,1872,720,4192,68771,66696,2075,62633,64773,53891,10882,801,130448,4406,2915,1491
3601500,3601500,157,36,1500,118751,102.9338089,1153.663711,1162.846,1153.664,9.182775,23411,29771,45311,20258,77964,6616,27673,21901,12861,6577,1318,1018,30930,25666,1474,9100,5828,9264,5264,197,1004,244,3819,60096,57410,2686,55543,53100,43856,9244,781,116708,2043,1192,851
3601600,3601600,158,36,1600,103135,114.7760426,898.5760243,943.1774,898.576,44.60141,22721,19770,41096,19548,72997,10310,26029,23682,7084,5091,635,166,20313,17520,675,9751,4214,2880,2793,384,1224,216,969,48247,45182,3065,47669,52608,41545,11063,717,99692,3443,2521,922
3601700,3601700,159,36,1700,155565,760.4216339,204.5772938,209.4437,204.5773,4.866443,33529,33226,62574,26236,107453,10085,32144,35263,17210,9408,1770,1573,39613,33474,1432,17263,7955,6824,6139,1114,211,440,4374,76862,68983,7879,62514,69732,49022,20710,885,140505,15060,10643,4417
3601800,7203603,321,72,3603,229869,283.7902752,809.9960432,843.8078,809.996,33.811795,46654,45977,97312,39926,164414,10656,39033,45561,37886,24174,3481,3623,51691,40530,721,21110,11714,6985,11161,2812,1885,933,5531,125680,121911,3769,83277.52791,106302,97021,9281,1032.118776,215106,14763,6863,7900
3601900,3601900,162,36,1900,159722,244.8101423,652.4321194,665.3934,652.4321,12.96126,31247,39200,62405,26870,111047,9095,31730,34954,20143,11830,1931,1364,40458,28399,1131,14497,6922,5849,12059,644,1615,819,8981,84262,80055,4207,64050,73118,66127,6991,913,152478,7244,3610,3634
3602000,7204003,327,72,4003,309612,592.2059679,522.8113474,533.30196,522.81133,10.490609,57503,86059,115532,50518,205266,15167,46290,55943,45295,30021,7251,5299,83282,65044,2548,25076,11893,25527,18238,1636,3366,964,12272,170957,162937,8020,67791.6952,141630,124144,17486,999.930119,274923,34689,19863,14826
3602100,3602100,165,36,2100,108074,84.30843907,1281.888281,1306.315,1281.888,24.42717,18210,19886,45895,24083,81617,10669,26628,21874,11049,8506,1851,1040,18920,16197,869,8288,4554,2486,2723,317,989,274,1143,52089,50633,1456,60420,63295,40697,22598,908,101645,6429,3957,2472
3602200,10806606,501,108,6606,335081,94.11390766,3560.377083,3604.47121,3560.37701,44.093631,65834,75867,127446,65934,229147,23292,79851,69227,32436,19691,2499,2151,81626,72793,3048,30947,14285,24513,8833,862,3336,2570,2065,160356,150086,10270,50318.23086,170730,138443,32287,709.5426091,318310,16771,9613,7158
3602300,3602300,169,36,2300,104802,220.7986577,474.6496246,491.5579,474.6496,16.90829,15185,41359,33988,14270,61921,4360,11114,14147,13684,10897,1835,5884,39884,22027,238,6789,3758,11242,17857,526,592,160,16579,52812,51062,1750,56672,43453,40230,3223,1120,90239,14563,4042,10521
3602400,7204803,341,72,4803,201720,94.87089389,2126.258031,2157.1904,2126.258,30.932326,42801,39840,80787,38292,142746,15209,53399,42467,16338,12138,1294,1901,43268,36053,1885,19640,9901,4627,7215,1165,2088,1016,2946,94248,88546,5702,50427.2186,97227,77304,19923,734.6237656,195243,6477,3009,3468
3602500,3602500,172,36,2500,124242,53.14801297,2337.660301,2356.872,2337.66,19.21184,26797,27425,46969,23051,82949,8345,31109,27285,8979,6073,617,541,31026,25487,1117,12447,6098,5825,5539,319,1070,247,3903,55717,52779,2938,47498,67937,50412,17525,617,121330,2912,1555,1357
3602600,3602600,173,36,2600,129046,121.7155081,1060.226441,1500.184,1060.226,439.9572,26409,28230,48857,25550,88890,9403,30577,28680,10981,7685,1080,484,28468,26013,1033,12456,5570,6954,2455,145,1060,456,794,60470,56885,3585,46079,67598,51985,15613,644,126432,2614,1627,987
3602700,7205403,349,72,5403,254902,121.8245111,2092.370392,2157.4832,2092.3703,65.11249,47406,53345,106171,47980,184222,16777,55993,53306,32687,18570,4891,1998,55565,47704,2005,21634,11578,12487,7861,707,2465,841,3848,126803,118254,8549,60725.21152,135831,94738,41093,984.7939757,231697,23205,11577,11628
3602800,7205603,353,72,5603,295568,371.4866512,795.6355875,825.3476,795.6356,29.71201,56452,67454,121390,50272,206240,16777,55384,62871,37229,26980,4236,2763,73935,55066,1765,25167,14653,13481,18869,1588,2654,1321,13306,153333,146942,6391,78302.66665,120743,106043,14700,1164.812294,261103,34465,19824,14641
3602900,10808706,537,108,8706,382226,470.8967934,811.698031,838.6458,811.6981,26.947743,97503,84679,147964,52080,244723,24866,71246,72797,44360,26066,3310,2078,107012,79213,1658,39848,18587,19120,27799,3070,10619,5649,8461,185254,176918,8336,81083.00462,143292,127517,15775,1277.939978,337640,44586,26300,18286
3603000,10809006,546,108,9006,328868,1894.967179,173.5481245,199.3399,173.54813,25.7917657,91816,68134,118068,50850,205985,22972,46985,51510,46786,28736,6081,2915,100270,54581,2358,26144,13720,12359,45689,4438,22134,8353,10764,160319,152895,7424,87366.25091,106220,100167,6053,1482.662272,260927,67941,39762,28179
3603100,25221728,1309,252,21728,1079567,1633.658709,660.8277444,746.24623,660.82783,85.41846,237005,219337,444314,178911,747015,89524,155945,150447,174177,118846,40551,17525,267573,200818,8273,104453,54982,33110,66755,12008,14617,7175,32955,573589,544402,29187,95431.05459,413557,385468,28089,1573.235052,811586,267981,140651,127330
3603200,43238478,2358,432,38478,1369448,4809.670314,284.7280397,453.23549,284.72804,168.5074143,295264,282132,553849,238203,951539,86083,218618,217357,236890,136511,42833,13247,344650,257487,10794,125584,66459,54650,87163,14992,18708,9345,44118,717288,693226,24062,109675.2577,472349,446961,25388,1774.656489,1059898,309550,198357,111193
3603300,46842991,2717,468,42991,1492953,1636.929685,912.0446736,2373.13334,912.04468,1461.088731,319379,312347,616474,244753,1036946,102621,277080,279213,208064,127591,28340,14037,365035,311800,13055,150980,78048,69717,53235,8987,8467,4928,30853,783067,752098,30969,95055.96656,576138,482099,94039,1692.823763,1257683,235270,128749,106521
3603700,36037055,2205,360,37055,1471160,34947.48876,42.09630083,57.477925,42.0963,15.3816275,365215,390433,533804,181708,953271,267658,263368,235123,119914,50631,9888,6689,402223,336222,21508,171840,71360,71514,66001,5741,15893,10554,33813,690773,615251,75522,38968.77988,528851,503985,24866,1178.801758,935578,535582,268438,267144
3603800,36038055,2305,360,38055,1664727,72899.41056,22.83594596,33.590645,22.835946,10.75469826,239573,526879,632052,266223,1273269,177715,153590,170963,389667,241739,96164,43431,335535,184956,10143,86478,37011,51324,150579,12681,29986,12356,95556,976535,924218,52317,87262.4258,886384,764218,122166,1721.505714,1194515,470212,232002,238210
3603900,10811706,711,108,11706,479458,8213.744536,58.37264574,102.29139,58.37265,43.918749,104842,104613,194242,75761,334079,39031,100730,83679,66108,35072,6581,2878,115917,88866,3666,44047,20725,20428,27051,2954,9373,4605,10119,229039,219133,9906,79707.26454,180572,165990,14582,1324.768359,365033,114425,73540,40885
3604000,64872171,4455,648,72171,2648771,37406.39129,70.81065318,96.917307,70.810648,26.1066484,605465,711349,974974,356983,1820860,311397,483107,350812,402835,205828,48219,18662,655266,470256,28753,229738,101903,109862,185010,20460,66744,27342,70464,1337175,1251227,85948,59869.39996,1044287,956223,88064,1417.192694,1689746,959025,581185,377840
3604100,50457505,3689,504,57505,2358648,21726.19264,108.5624177,178.217208,108.562417,69.65479004,473974,575559,954144,354971,1695368,304984,493860,372885,335990,144472,27829,15348,537038,438562,23383,204109,89833,121237,98476,9638,25245,14918,48675,1240701,1176370,64331,65263.37772,857267,769275,87992,1502.699748,1242935,1115713,637721,477992
3700100,3700100,94,37,100,132459,87.15407488,1519.825667,1525.195,1519.826,5.369797,20894,34811,49170,27584,89729,11858,23611,28688,16134,6709,1074,1655,32815,28749,574,10169,3681,14325,4066,514,792,614,2146,63092,60217,2875,42000,84942,51689,33253,671,127525,4934,2108,2826
3700200,3700200,95,37,200,151802,99.77078874,1521.507466,1529.773,1521.507,8.265135,32043,28050,60765,30944,108581,23273,30828,34523,13958,4630,848,521,32404,29814,1264,15858,7296,5396,2590,426,853,677,634,66855,63969,2886,41222,76107,62247,13860,584,145118,6684,3349,3335
3700300,3700300,96,37,300,136666,134.7245345,1014.41063,1028.335,1014.411,13.92405,27606,23458,58390,27212,98010,16221,32928,34235,10133,3704,638,151,29121,26141,1272,14433,6110,4326,2980,844,452,569,1115,64950,61738,3212,47117,66332,55784,10548,621,132660,4006,2615,1391
3700400,3700400,97,37,400,123322,91.49553225,1347.847233,1368.829,1347.847,20.98188,25330,23179,52421,22392,86236,13952,27724,27119,12754,3448,962,277,27925,23525,536,11999,6436,4554,4400,934,1387,854,1225,60175,56575,3600,50069,53847,47201,6646,754,119220,4102,2210,1892
3700590,7401100,197,74,1100,225340,80.84231555,2787.401603,2850.219,2787.4018,62.81717,47716,42798,90778,44048,158734,28173,57355,45772,18858,6707,1165,704,48572,41862,1047,21972,12263,6580,6710,210,3174,1014,2312,98583,90806,7777,42399.04683,110296,87611,22685,679.710837,217627,7713,2387,5326
3700700,3700700,100,37,700,113879,76.45709722,1489.449693,2034.194,1489.45,544.7446,23653,21809,44924,23493,80853,11488,23750,27859,11861,4867,497,531,25906,21367,520,10016,5435,5396,4539,726,1450,883,1480,51305,48631,2674,51039,57043,44780,12263,860,110716,3163,1812,1351
3700800,3700800,101,37,800,98928,34.18659699,2893.765648,5207.41,2893.766,2313.644,19388,18278,41486,19776,72665,11307,24989,21971,9211,4073,751,363,18977,17445,692,9549,4395,2809,1532,364,254,122,792,46717,43661,3056,42442,66200,41234,24966,706,95378,3550,668,2882
3700900,3700900,102,37,900,146738,140.3311227,1045.655427,1049.419,1045.655,3.764037,33041,30351,56611,26735,100126,15271,37127,28471,13565,4176,902,614,33564,30377,1429,16954,5817,6177,3187,187,959,692,1349,68713,64188,4525,42784,68063,57083,10980,742,142503,4235,1698,2537
3701000,3701000,103,37,1000,102525,161.6854348,634.1016437,640.131,634.1016,6.029346,23619,22289,39688,16929,70474,13864,22506,22041,9268,2345,323,127,27012,22285,1336,10986,5418,4545,4727,211,2060,994,1462,48610,43825,4785,43253,44552,39212,5340,758,95223,7302,2333,4969
3701100,3701100,104,37,1100,196708,248.58869,791.2990732,795.5041,791.2991,4.205029,50493,39003,81665,25547,131290,17815,37293,47197,21042,6029,1119,795,50547,44122,1491,23724,11187,7720,6425,1832,1602,664,2327,96131,91879,4252,58111,75195,69048,6147,810,180755,15953,3264,12689
3701200,29609636,868,296,9636,1072068,1283.528773,835.2504614,857.32163,835.25043,22.0712822,259374,255998,436251,120445,715809,55713,107145,179093,231938,106368,17981,17571,290446,245205,7835,113903,56141,67326,45241,10190,16058,7660,11333,590226,569589,20637,80547.08735,431261,400373,30888,1115.731656,921143,150925,59932,90993
3701300,7402603,227,74,2603,311724,1089.921443,286.0059336,297.8664,286.00597,11.8604515,65684,87220,119581,39239,215127,26931,37073,46879,55779,30433,8505,9527,77300,57229,1767,27720,12652,15090,20071,2283,3980,1010,12798,168730,160555,8175,60187.47205,136139,126117,10022,1007.403251,266049,45675,13154,32521
3701400,3701400,115,37,1400,144974,364.2453556,398.0119383,401.4691,398.0119,3.457162,28721,44084,52333,19836,91070,6945,14325,18309,22380,16242,5803,7066,52485,48642,1276,14644,6490,26232,3843,864,1300,386,1293,76858,74503,2355,69841,57688,53635,4053,1076,126268,18706,9199,9507
3701500,3701500,116,37,1500,131902,140.7406995,937.1986959,968.8744,937.1987,31.67567,29390,23528,52088,26896,93900,12175,23667,27587,17441,8158,2859,2013,29181,25376,1007,14197,5975,4197,3805,567,1250,442,1546,65465,62209,3256,55593,56550,51507,5043,732,119456,12446,4433,8013
3701600,3701600,117,37,1600,162414,383.138133,423.9045555,434.6959,423.9045,10.79135,36545,35548,63267,27054,109982,17276,32283,34736,17072,6421,1161,1033,40867,33344,768,16720,7692,8164,7523,562,1760,812,4389,80340,76392,3948,45173,70686,64394,6292,758,148828,13586,3679,9907
3701700,14806810,478,148,6810,526953,815.8940766,645.8595731,657.62793,645.85962,11.7683274,118236,127769,202752,78196,353213,36077,83156,108028,82341,29962,7856,5793,138180,116107,3269,50577,24544,37717,22073,3253,7321,2172,9327,273895,257378,16517,53787.23498,228348,203199,25149,841.3335914,471299,55654,26052,29602
3701800,11105406,369,111,5406,376320,921.9805874,408.1647761,412.69633,408.16483,4.5315132,87189,85587,145567,57977,252493,26554,64455,75513,55172,20283,6192,4324,95383,77593,1766,40831,18892,16104,17790,2081,3048,2630,10031,183080,174651,8429,50412.0314,164281,144681,19600,787.041866,342122,34198,12363,21835
3701990,7404800,261,74,4800,255941,218.2359309,1172.77205,1201.4701,1172.7721,28.698119,58195,48585,105681,43480,176887,18673,56388,57753,30791,10791,1669,822,60364,52259,1754,26709,13962,9834,8105,1248,3263,1421,2173,126531,120087,6444,54216.88519,110038,98292,11746,738.9008209,241285,14656,5979,8677
3702000,3702000,126,37,2000,119267,163.0358347,731.5385616,737.9423,731.5386,6.403755,24279,22122,49330,23536,85091,17397,29434,24315,7772,4758,471,944,24683,21105,910,10141,6752,3302,3578,326,1827,540,885,55101,53126,1975,45733,54450,45740,8710,627,114632,4635,1046,3589
3702100,3702100,127,37,2100,134452,141.8678783,947.7268682,961.0722,947.7269,13.34535,26108,26290,55739,26315,97465,16233,32137,32025,10709,4543,1512,306,25853,22861,1200,12951,6025,2685,2992,193,707,467,1625,61054,57480,3574,41173,62562,51214,11348,666,129675,4777,992,3785
3702200,7404403,257,74,4403,257607,392.2907321,656.6736834,660.1366,656.6737,3.462941,48315,53596,105472,50224,189252,16170,43869,49407,50698,18999,5738,4371,53248,43140,1230,19354,10792,11764,10108,1816,3732,2106,2454,135796,131902,3894,49663.84946,124112,107752,16360,943.0711433,241691,15916,7828,8088
3702390,7404700,261,74,4700,222531,63.58325782,3499.836398,3549.93,3499.836,50.09402,40259,44337,84011,53924,161774,20090,47100,54742,23880,11619,1926,2417,45580,39313,1407,17854,8337,11715,6267,1066,1951,1217,2033,97842,93250,4592,43917.50735,140487,90569,49918,704.6018982,216323,6208,2510,3698
3702500,3702500,132,37,2500,149664,199.1286328,751.5945742,755.7442,751.5946,4.149642,27362,24970,58541,38791,111331,11246,25268,38032,23796,9822,1671,1496,30625,24404,1124,12235,6807,4238,6221,841,1805,960,2615,70500,67889,2611,49774,77700,62254,15446,823,139858,9806,5900,3906
3702690,7405300,267,74,5300,267087,170.7682202,1564.032229,1579.677,1564.0322,15.644794,56844,49512,107995,52736,188273,25216,62763,61936,24459,10214,2218,1467,56211,49293,1153,25136,13364,9640,6918,749,2816,1226,2127,120210,114055,6155,43281.16119,125069,108578,16491,672.0767727,258242,8845,3627,5218
3702800,3702800,135,37,2800,157733,395.5969743,398.721452,413.4154,398.7215,14.69392,35520,32365,61867,27981,108468,16914,32609,37420,14384,5357,1008,776,36750,31260,1548,15737,8243,5732,5490,1366,1599,815,1710,81056,75755,5301,53444,68771,61705,7066,727,146257,11476,4745,6731
3703000,7406003,275,74,6003,220182,618.44104,356.0274719,364.10195,356.02748,8.074453,49878,46465,88928,34911,152050,22479,47780,50393,21750,7409,1637,602,48566,41073,983,22034,10647,7409,7493,1066,2963,1584,1880,111065,104350,6715,49656.87203,92725,84200,8525,763.2230337,208126,12056,5418,6638
3703100,29624836,1140,296,24836,1076837,2055.442746,523.8954003,545.95867,523.8954,22.06323432,257325,278611,423078,117823,722837,65995,125278,198506,220566,86926,18199,7367,274462,226022,9438,113133,47680,55771,48440,9667,13610,7340,17823,597433,572081,25352,69731.87184,443743,410770,32973,1131.148216,908699,168138,56489,111649
3703290,7406500,295,74,6500,268354,354.5749607,756.832912,769.304,756.8329,12.471021,66996,54098,108543,38717,180427,21221,47803,59549,33867,14817,2085,1085,70067,61507,1726,31793,16555,11433,8560,1133,1762,1533,4132,139680,132596,7084,59398.62758,107226,99113,8113,818.0132362,249536,18818,7995,10823
3703400,3703400,149,37,3400,140644,275.0247597,511.3866844,523.7227,511.3867,12.33603,31209,28855,55833,24747,96938,14699,32317,31261,12998,4460,841,362,32368,27541,850,14737,6686,5268,4827,327,1525,612,2363,66276,61851,4425,47396,61589,52057,9532,697,134591,6053,2531,3522
3703500,3703500,150,37,3500,165466,299.389922,552.6772541,567.0181,552.6772,14.34085,36951,31047,68135,29333,117271,19013,36503,41518,14270,4633,569,765,38586,33178,2551,17215,7511,5901,5408,726,2342,1380,960,81353,75730,5623,46802,74997,66295,8702,668,158607,6859,2271,4588
3703600,3703600,151,37,3600,143282,183.3001524,781.6796557,789.35,781.6796,7.670296,32036,27849,58673,24724,100654,18177,33898,32323,12388,3206,280,382,31141,27009,847,13873,7747,4542,4132,852,1259,881,1140,68604,64749,3855,43154,62379,57766,4613,688,133977,9305,2053,7252
3703700,3703700,152,37,3700,124699,104.8201432,1189.647297,1207.647,1189.647,17.99973,27203,23200,46667,27629,88795,8042,21355,27566,19722,8921,2073,1116,29139,23307,471,10562,7615,4659,5832,1535,1811,896,1590,53466,51104,2362,56980,63517,49479,14038,795,118495,6204,1994,4210
3703800,3703800,153,37,3800,132754,223.11866,594.992817,601.3038,594.9928,6.311015,35178,32646,48720,16210,85093,10928,24573,30992,12734,5069,388,409,38839,30388,794,14727,7267,7600,8451,711,2306,678,4756,58497,54155,4342,51479,51940,46661,5279,851,124556,8198,3503,4695
3703900,3703900,154,37,3900,122469,69.55083121,1760.856022,1768.27,1760.856,7.413679,29703,23581,47969,21216,81186,17471,27135,24730,8548,2457,758,87,28674,26803,1038,14826,5548,5391,1871,258,483,253,877,55945,50352,5593,39404,53626,44333,9293,657,108857,13612,2558,11054
3704000,3704000,155,37,4000,124172,224.5255507,553.0417346,556.8527,553.0417,3.810906,29220,28617,46548,19787,82342,12177,26357,27082,12255,3572,644,255,30383,25305,790,11903,7290,5322,5078,518,1704,997,1859,57783,54282,3501,44347,54250,47720,6530,739,115869,8303,1795,6508
3704190,7408600,316,74,8600,260534,159.4381305,1634.075858,1781.9467,1634.076,147.871091,61698,90938,76319,31579,151362,17940,48486,56701,19511,6131,1331,1262,63229,54386,2494,24414,11319,16159,8843,1191,3103,1588,2961,94836,86198,8638,47541.47679,112338,90989,21349,901.7394083,250412,10122,7179,2943
3704200,3704200,157,37,4200,179042,274.733123,651.6942627,654.8247,651.6943,3.130472,38105,57963,60119,22855,107663,10545,22102,37802,23805,9187,2289,1933,62014,58419,871,17767,7159,32622,3595,726,1867,564,438,91702,84782,6920,45849,79239,68505,10734,787,170330,8712,2339,6373
3704300,3704300,158,37,4300,102578,144.6884782,708.9576261,774.1612,708.9576,65.20356,23097,25670,34716,19095,66794,8699,14550,24773,12467,4751,1085,469,24489,20259,384,10424,4604,4847,4230,652,1903,381,1294,43608,40516,3092,51789,46894,39866,7028,829,97631,4947,1334,3613
3704400,3704400,159,37,4400,129419,77.48461567,1670.254139,2865.554,1670.254,1195.3,24562,21297,52312,31248,96282,9248,28295,35179,14689,6019,1280,1572,26362,24152,796,11744,6876,4736,2210,364,918,312,616,58900,55227,3673,50434,84210,54098,30112,805,126453,2966,1342,1624
3704690,7409300,323,74,9300,288156,271.4849158,1061.407037,1260.989,1061.40707,199.58214,56324,69586,112692,49554,200463,17002,44171,62458,49865,18822,5008,3137,68786,60219,1708,24319,11874,22318,8567,1607,3020,1694,2246,148680,140772,7908,53226.96126,140330,117982,22348,912.1435611,274532,13624,5940,7684
3704800,3704800,163,37,4800,130897,154.1573496,849.112938,1049.824,849.1129,200.7108,20954,19420,50136,40387,102846,8747,30325,32603,19442,8713,1683,1333,20478,17151,578,8536,4394,3643,3327,416,1795,755,361,55166,51988,3178,56181,88972,56399,32573,902,126443,4454,2511,1943
3704990,7410000,332,74,10000,222020,80.42428165,2760.609053,2791.7837,2760.6089,31.174505,51978,48584,83740,37718,149629,30666,50493,47911,12929,5963,829,838,32300,30468,1243,14962,7237,7026,1832,280,685,53,814,91636,86365,5271,35284.16966,97341,83066,14275,616.9649941,213038,8982,3139,5843
3705000,11115006,498,111,15006,332546,509.7670021,652.3490117,658.36726,652.34901,6.0182399,81939,101605,109949,39053,205965,19274,55872,81541,33514,12351,2082,1331,91084,74637,1658,35575,16427,20977,16447,1836,4970,2407,7234,139470,128780,10690,43939.7306,146610,127702,18908,903.6599027,312466,20080,11375,8705
3705200,3705200,169,37,5200,134007,113.2334417,1183.457801,1192.538,1183.458,9.080526,33280,30624,50280,19823,88816,16862,27989,27703,10948,4212,813,289,33763,29760,1246,16893,6166,5455,4003,502,1496,289,1716,53652,48268,5384,41417,57772,47624,10148,682,127803,6204,2309,3895
3705390,7410700,341,74,10700,256357,220.4325053,1162.972764,1176.6201,1162.9729,13.647507,67750,47005,109303,32299,166939,17772,45490,51920,35075,12966,2335,1381,71323,60375,2370,32658,16948,8399,10948,2003,2485,2183,4277,130272,124606,5666,80341.93896,92239,84545,7694,1098.13253,233729,22628,11723,10905
3800100,3800100,23,38,100,211387,6.951168945,30410.28087,31286.29,30410.28,876.0123,53111,55805,72948,29523,136284,10002,46291,46618,24690,5992,1902,789,49741,45602,2513,25102,8885,9102,4139,548,1683,982,926,110132,106541,3591,65899,111157,82375,28782,820,202477,8910,3868,5042
3800200,3800200,24,38,200,125024,6.313207116,19803.56382,20335.62,19803.56,532.0543,28598,25477,47336,23613,84977,7579,25254,31197,15454,4176,841,476,26826,24203,946,13233,5812,4212,2623,522,798,147,1156,63950,61947,2003,56936,64305,52619,11686,623,122805,2219,673,1546
3800300,3800300,25,38,300,136150,16.23140791,8388.058558,8607.659,8388.059,219.6004,30978,31039,51907,22226,93671,6441,24196,33169,21144,6355,1388,978,27737,22462,756,11647,5717,4342,5275,522,1351,734,2668,75766,74658,1108,64929,64482,58642,5840,863,132979,3171,1273,1898
3800400,3800400,26,38,400,105045,12.16779904,8633.032122,8700.854,8633.032,67.82187,21318,31822,35075,16830,67331,5189,15150,26234,13831,4280,1608,1039,27744,26454,1369,9707,3622,11756,1290,177,448,46,619,57932,55420,2512,49881,52324,46547,5777,733,99889,5156,1969,3187
