ORIGIN,JWMNP,FINCP,GRNTP,HINCP,SMOCP,PINCP,HH_COST,PERNP,WAGP,UNEMP,EMP,type
1900100,15.0,75000.0,639.0,66850.0,684.5,36000.0,0.13972144846796658,35000.0,30000.0,18,743,stayers
1900200,15.0,71400.0,698.0,65300.0,660.0,38000.0,0.13636363636363635,36000.0,34100.0,12,645,stayers
1900400,15.0,75000.0,590.0,68600.0,717.0,39400.0,0.1436504854368932,35000.0,32000.0,24,759,stayers
1900500,15.0,72000.0,770.0,62700.0,917.0,36000.0,0.16600638977635784,35000.0,34050.0,11,439,stayers
1900600,15.0,70500.0,650.0,62100.0,627.0,37550.0,0.13333333333333333,35000.0,32000.0,21,773,stayers
1900700,15.0,80010.0,750.0,69350.0,867.0,40000.0,0.15524475524475523,37000.0,35000.0,16,771,stayers
1900800,20.0,67000.0,732.0,62200.0,823.5,40000.0,0.15905660377358488,37300.0,36000.0,16,531,stayers
1900900,15.0,83000.0,743.0,73000.0,1007.0,42000.0,0.15715010141987829,40000.0,39500.0,23,576,stayers
1901000,15.0,92250.0,764.0,79700.0,1110.0,45000.0,0.15798215933558904,41400.0,40000.0,18,678,stayers
1901100,15.0,105500.0,937.0,88000.0,1137.0,45000.0,0.1634714003944773,42000.0,40000.0,10,405,stayers
1901200,20.0,74000.0,683.0,68150.0,795.0,40000.0,0.15585714285714286,38000.0,35500.0,28,691,stayers
1901300,15.0,90170.0,915.0,78100.0,1026.0,40000.0,0.15724987172909183,40000.0,37500.0,13,456,stayers
1901490,20.0,83600.0,840.0,77300.0,1096.0,45000.0,0.16264462809917354,42000.0,41000.0,65,2157,stayers
1901800,15.0,64400.0,590.0,55800.0,616.0,37350.0,0.13638376383763837,34300.0,30000.0,18,646,stayers
1901900,15.0,70000.0,610.0,60300.0,549.0,37185.0,0.1259103486441616,35000.0,30000.0,15,847,stayers
1902000,15.0,84000.0,800.0,70000.0,746.0,40000.0,0.13400817096165935,38000.0,36000.0,8,507,stayers
1902100,15.0,74900.0,755.0,65000.0,735.0,40000.0,0.14454106280193235,39000.0,35000.0,29,966,stayers
1902200,15.0,68000.0,707.0,62200.0,665.0,36000.0,0.13816030534351145,34400.0,32000.0,24,577,stayers
1902300,15.0,71500.0,702.0,66000.0,774.5,38000.0,0.14530909090909092,35000.0,35000.0,13,496,stayers
2000100,10.0,68000.0,581.0,59800.0,609.5,36305.0,0.13349544072948327,35000.0,30000.0,10,674,stayers
2000200,15.0,63600.0,650.0,57650.0,650.0,34800.0,0.15000000000000002,32000.0,30000.0,29,856,stayers
2000300,12.0,70110.0,958.0,62000.0,928.0,30000.0,0.17960784313725492,28000.0,26000.0,14,416,stayers
2000400,20.0,81790.0,770.0,71600.0,884.0,40000.0,0.1601709647757043,38000.0,37000.0,14,482,stayers
2000500,20.0,62000.0,830.0,54700.0,865.0,32000.0,0.18345220588235295,30000.0,30000.0,31,542,stayers
2000600,20.0,114000.0,1091.0,102400.0,1467.0,54000.0,0.16158555729984303,50000.0,50000.0,51,2164,stayers
2000700,15.0,95250.0,853.0,76500.0,1227.5,40000.0,0.172143684820394,36000.0,35950.0,8,302,stayers
2000800,15.0,70600.0,708.0,64900.0,831.0,38000.0,0.1581686746987952,35000.0,33800.0,30,1017,stayers
2000990,15.0,65000.0,628.0,58750.0,635.0,35000.0,0.14093023255813952,32000.0,30000.0,38,1374,stayers
